club_id,club_code,name,domestic_competition_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,url
60,sc-freiburg,Sc Freiburg,L1,142.61,27,25.4,11,40.7,7,Europa-Park Stadion,34700,+£4.55m,Christian Streich,https://www.transfermarkt.co.uk/sc-freiburg/startseite/verein/60
237,rcd-mallorca,Rcd Mallorca,ES1,58.95,27,27.8,13,48.1,7,Son Moix,20500,£-900Th.,Javier Aguirre,https://www.transfermarkt.co.uk/rcd-mallorca/startseite/verein/237
1531,fc-elche,Fc Elche,ES1,59.04,24,29.6,10,41.7,4,Manuel Martínez Valero,33732,£-7.20m,Francisco Rodríguez,https://www.transfermarkt.co.uk/fc-elche/startseite/verein/1531
39,1-fsv-mainz-05,1 Fsv Mainz 05,L1,110.79,25,25.2,13,52.0,6,Mewa Arena,33305,+£10.04m,Bo Svensson,https://www.transfermarkt.co.uk/1-fsv-mainz-05/startseite/verein/39
3,1-fc-koln,1 Fc Koln,L1,84.67,28,25.3,11,39.3,7,RheinEnergieSTADION,50000,+£20.61m,Steffen Baumgart,https://www.transfermarkt.co.uk/1-fc-koln/startseite/verein/3
24,eintracht-frankfurt,Eintracht Frankfurt,L1,201.6,32,25.4,20,62.5,13,Deutsche Bank Park,51500,+£13.10m,Oliver Glasner,https://www.transfermarkt.co.uk/eintracht-frankfurt/startseite/verein/24
1050,fc-villarreal,Fc Villarreal,ES1,347.85,25,28.4,11,44.0,13,La Cerámica,23500,£-39.38m,Unai Emery,https://www.transfermarkt.co.uk/fc-villarreal/startseite/verein/1050
23826,rasenballsport-leipzig,Rasenballsport Leipzig,L1,404.28,25,24.9,19,76.0,16,Red Bull Arena,47069,+£5.29m,Domenico Tedesco,https://www.transfermarkt.co.uk/rasenballsport-leipzig/startseite/verein/23826
82,vfl-wolfsburg,Vfl Wolfsburg,L1,200.43,28,25.1,18,64.3,12,Volkswagen Arena,30000,£-53.85m,Michael Frontzeck,https://www.transfermarkt.co.uk/vfl-wolfsburg/startseite/verein/82
27,fc-bayern-munchen,Fc Bayern Munchen,L1,692.55,26,25.9,15,57.7,20,Allianz Arena,75024,£-48.15m,Julian Nagelsmann,https://www.transfermarkt.co.uk/fc-bayern-munchen/startseite/verein/27
79,vfb-stuttgart,Vfb Stuttgart,L1,148.77,31,22.8,18,58.1,7,Mercedes-Benz Arena,60449,+£22.56m,Pellegrino Matarazzo,https://www.transfermarkt.co.uk/vfb-stuttgart/startseite/verein/79
1245,kas-eupen,Kas Eupen,BE1,16.22,31,25.0,22,71.0,5,Kehrweg-Stadion,8331,+£4.23m,Michael Valkanis,https://www.transfermarkt.co.uk/kas-eupen/startseite/verein/1245
18,borussia-monchengladbach,Borussia Monchengladbach,L1,183.78,26,26.0,13,50.0,11,Stadion im Borussia-Park,54022,£-7.47m,Adi Hütter,https://www.transfermarkt.co.uk/borussia-monchengladbach/startseite/verein/18
3508,sv-zulte-waregem,Sv Zulte Waregem,BE1,16.63,29,25.3,14,48.3,3,Regenboogstadion,12250,£-180Th.,Timmy Simons,https://www.transfermarkt.co.uk/sv-zulte-waregem/startseite/verein/3508
520,cercle-brugge,Cercle Brugge,BE1,21.02,24,23.9,14,58.3,6,Jan-Breydel-Stadion,29062,£-630Th.,Dominik Thalhammer,https://www.transfermarkt.co.uk/cercle-brugge/startseite/verein/520
2727,oud-heverlee-leuven,Oud Heverlee Leuven,BE1,21.29,28,24.9,14,50.0,9,King Power at Den Dreef Stadion,10020,+£2.70m,Marc Brys,https://www.transfermarkt.co.uk/oud-heverlee-leuven/startseite/verein/2727
533,tsg-1899-hoffenheim,Tsg 1899 Hoffenheim,L1,180.63,30,25.7,17,56.7,14,PreZero Arena,30150,+£765Th.,Sebastian Hoeneß,https://www.transfermarkt.co.uk/tsg-1899-hoffenheim/startseite/verein/533
601,kv-kortrijk,Kv Kortrijk,BE1,22.37,30,24.7,24,80.0,9,Guldensporenstadion,9399,+£18Th.,Karim Belhocine,https://www.transfermarkt.co.uk/kv-kortrijk/startseite/verein/601
354,kv-mechelen,Kv Mechelen,BE1,29.88,27,24.9,10,37.0,2,AFAS Stadion,16672,+£7.11m,Wouter Vrancken,https://www.transfermarkt.co.uk/kv-mechelen/startseite/verein/354
41274,beerschot-v-a-,Beerschot V A ,BE1,13.41,26,25.9,15,57.7,2,Olympisch Stadion,12771,£-2.01m,Greg Vanderidt,https://www.transfermarkt.co.uk/beerschot-v-a-/startseite/verein/41274
2861,kv-oostende,Kv Oostende,BE1,22.32,27,23.6,17,63.0,4,Diaz Arena,8432,+£5.22m,Yves Vanderhaeghe,https://www.transfermarkt.co.uk/kv-oostende/startseite/verein/2861
3948,royale-union-saint-gilloise,Royale Union Saint Gilloise,BE1,48.71,26,24.9,19,73.1,8,Stade Joseph Mariën,8000,+£5.26m,Felice Mazzù,https://www.transfermarkt.co.uk/royale-union-saint-gilloise/startseite/verein/3948
157,kaa-gent,Kaa Gent,BE1,50.06,28,26.4,16,57.1,10,Ghelamco Arena,19999,+£18.81m,Hein Vanhaezebrouck,https://www.transfermarkt.co.uk/kaa-gent/startseite/verein/157
1096,royal-antwerpen-fc,Royal Antwerpen Fc,BE1,53.6,33,25.5,19,57.6,4,De Bosuil,16144,£-24.80m,Brian Priske,https://www.transfermarkt.co.uk/royal-antwerpen-fc/startseite/verein/1096
172,rsc-charleroi,Rsc Charleroi,BE1,33.17,28,22.8,16,57.1,9,Stade du Pays de Charleroi,15000,+£7.74m,Edward Still,https://www.transfermarkt.co.uk/rsc-charleroi/startseite/verein/172
1184,krc-genk,Krc Genk,BE1,92.16,24,23.2,17,70.8,13,Cegeka Arena,24956,£-3.33m,Bernd Storck,https://www.transfermarkt.co.uk/krc-genk/startseite/verein/1184
2282,fc-brugge,Fc Brugge,BE1,143.87,29,25.2,19,65.5,13,Jan-Breydel-Stadion,29062,£-19.32m,Alfred Schreuder,https://www.transfermarkt.co.uk/fc-brugge/startseite/verein/2282
979,moreirense-fc,Moreirense Fc,PO1,10.17,26,26.9,18,69.2,2,E. C. J. de Almeida Freitas,6153,+£5.58m,Ricardo Sá Pinto,https://www.transfermarkt.co.uk/moreirense-fc/startseite/verein/979
2457,belenenses-sad,Belenenses Sad,PO1,11.7,28,25.1,14,50.0,4,Estádio das Seixas,12500,+£2.03m,Franclim Carvalho,https://www.transfermarkt.co.uk/belenenses-sad/startseite/verein/2457
58,rsc-anderlecht,Rsc Anderlecht,BE1,91.22,28,23.4,13,46.4,6,Lotto Park,21500,+£7.79m,Vincent Kompany,https://www.transfermarkt.co.uk/rsc-anderlecht/startseite/verein/58
8024,fc-arouca,Fc Arouca,PO1,12.58,29,27.1,22,75.9,5,Estádio Municipal de Arouca,5600,+-0,Armando Evangelista,https://www.transfermarkt.co.uk/fc-arouca/startseite/verein/8024
6912,fc-vizela,Fc Vizela,PO1,13.79,24,27.2,15,62.5,1,Estádio do Vizela,6565,+£118Th.,Álvaro Pacheco,https://www.transfermarkt.co.uk/fc-vizela/startseite/verein/6912
3368,ud-levante,Ud Levante,ES1,66.51,28,28.5,9,32.1,4,Ciutat de València,25354,£-1.13m,Mehdi Nafti,https://www.transfermarkt.co.uk/ud-levante/startseite/verein/3368
2995,fc-pacos-de-ferreira,Fc Pacos De Ferreira,PO1,16.97,29,25.6,16,55.2,1,Estádio Capital do Móvel,9200,+£450Th.,César Peixoto,https://www.transfermarkt.co.uk/fc-pacos-de-ferreira/startseite/verein/2995
2423,cd-santa-clara,Cd Santa Clara,PO1,18.23,25,26.6,15,60.0,3,Estádio de São Miguel,15000,+£6.31m,Mário Silva,https://www.transfermarkt.co.uk/cd-santa-clara/startseite/verein/2423
7378,portimonense-sc,Portimonense Sc,PO1,18.45,27,25.1,22,81.5,1,Portimonense Estádio,6000,+£6.41m,Paulo Sérgio,https://www.transfermarkt.co.uk/portimonense-sc/startseite/verein/7378
1465,gd-estoril-praia,Gd Estoril Praia,PO1,21.11,28,25.0,16,57.1,2,Estádio António Coimbra da Mota,8000,+£4.50m,Bruno Pinheiro,https://www.transfermarkt.co.uk/gd-estoril-praia/startseite/verein/1465
150,real-betis-sevilla,Real Betis Sevilla,ES1,224.1,27,29.2,11,40.7,9,Benito Villamarín,59378,+£9.45m,Manuel Pellegrini,https://www.transfermarkt.co.uk/real-betis-sevilla/startseite/verein/150
16,borussia-dortmund,Borussia Dortmund,L1,484.79,34,24.6,19,55.9,16,SIGNAL IDUNA PARK,81365,+£56.93m,Matthias Kleinsteiber,https://www.transfermarkt.co.uk/borussia-dortmund/startseite/verein/16
1301,cs-maritimo,Cs Maritimo,PO1,12.47,25,26.4,15,60.0,3,Estádio do Marítimo,10932,+-0,Vasco Seabra,https://www.transfermarkt.co.uk/cs-maritimo/startseite/verein/1301
3329,fc-famalicao,Fc Famalicao,PO1,43.16,31,23.7,18,58.1,1,Estádio Municipal de Famalicão,5300,+£5.31m,Rui Pedro Silva,https://www.transfermarkt.co.uk/fc-famalicao/startseite/verein/3329
3057,standard-luttich,Standard Luttich,BE1,35.82,27,24.1,14,51.9,7,Maurice Dufrasne Stadion,27670,+£21.65m,Will Still,https://www.transfermarkt.co.uk/standard-luttich/startseite/verein/3057
294,benfica-lissabon,Benfica Lissabon,PO1,237.15,26,27.1,19,73.1,15,Estádio da Luz,65000,+£21.60m,Nélson Veríssimo,https://www.transfermarkt.co.uk/benfica-lissabon/startseite/verein/294
336,sporting-lissabon,Sporting Lissabon,PO1,237.24,24,26.4,11,45.8,8,Estádio José Alvalade XXI,50080,£-5.25m,Rúben Amorim,https://www.transfermarkt.co.uk/sporting-lissabon/startseite/verein/336
720,fc-porto,Fc Porto,PO1,269.96,29,26.1,15,51.7,11,Estádio do Dragão,50399,+£33.66m,Sérgio Conceição,https://www.transfermarkt.co.uk/fc-porto/startseite/verein/720
2420,vitoria-guimaraes-sc,Vitoria Guimaraes Sc,PO1,42.3,29,24.1,12,41.4,5,Estádio D. Afonso Henriques,29865,+£4.59m,Pêpa,https://www.transfermarkt.co.uk/vitoria-guimaraes-sc/startseite/verein/2420
235,rkc-waalwijk,Rkc Waalwijk,NL1,10.4,28,25.5,15,53.6,4,Mandemakers Stadion,7508,+£180Th.,Joseph Oosting,https://www.transfermarkt.co.uk/rkc-waalwijk/startseite/verein/235
1435,go-ahead-eagles-deventer,Go Ahead Eagles Deventer,NL1,10.78,29,24.4,11,37.9,1,De Adelaarshorst,9909,+£1.71m,Kees van Wonderen,https://www.transfermarkt.co.uk/go-ahead-eagles-deventer/startseite/verein/1435
2503,boavista-porto-fc,Boavista Porto Fc,PO1,25.83,26,25.0,16,61.5,10,Estádio do Bessa Sec. XXI,28263,£-4.82m,Petit,https://www.transfermarkt.co.uk/boavista-porto-fc/startseite/verein/2503
467,nec-nijmegen,Nec Nijmegen,NL1,12.11,25,25.4,13,52.0,3,Goffertstadion,12500,+-0,Rogier Meijer,https://www.transfermarkt.co.uk/nec-nijmegen/startseite/verein/467
403,willem-ii-tilburg,Willem Ii Tilburg,NL1,12.13,27,24.8,17,63.0,0,Koning Willem II Stadion,14700,+£3.65m,Kevin Hofland,https://www.transfermarkt.co.uk/willem-ii-tilburg/startseite/verein/403
1269,pec-zwolle,Pec Zwolle,NL1,12.22,30,24.6,12,40.0,3,MAC³PARK stadion,14000,+-0,Dick Schreuder,https://www.transfermarkt.co.uk/pec-zwolle/startseite/verein/1269
385,fortuna-sittard,Fortuna Sittard,NL1,13.41,28,25.8,15,53.6,2,Fortuna Sittard Stadion,12500,£-378Th.,Sjors Ultee,https://www.transfermarkt.co.uk/fortuna-sittard/startseite/verein/385
1304,heracles-almelo,Heracles Almelo,NL1,13.61,32,23.5,22,68.8,1,Erve Asito,12080,+£45Th.,René Kolmschot,https://www.transfermarkt.co.uk/heracles-almelo/startseite/verein/1304
1075,sc-braga,Sc Braga,PO1,108.45,25,24.3,9,36.0,4,Estádio Municipal de Braga,30286,+£23.01m,Carlos Carvalhal,https://www.transfermarkt.co.uk/sc-braga/startseite/verein/1075
475,vv-st-truiden,Vv St Truiden,BE1,16.31,27,25.5,15,55.6,3,Stayen,14600,+£4.26m,Bernd Hollerbach,https://www.transfermarkt.co.uk/vv-st-truiden/startseite/verein/475
200,fc-utrecht,Fc Utrecht,NL1,34.13,32,24.8,10,31.3,2,"Stadion ""Galgenwaard""",23750,+£4.91m,Sander Keller,https://www.transfermarkt.co.uk/fc-utrecht/startseite/verein/200
499,vitesse-arnheim,Vitesse Arnheim,NL1,39.98,26,23.3,15,57.7,5,GelreDome,21248,£-1.64m,Thomas Letsch,https://www.transfermarkt.co.uk/vitesse-arnheim/startseite/verein/499
7179,cd-tondela,Cd Tondela,PO1,17.51,27,24.8,18,66.7,5,Estádio João Cardoso,5000,+£378Th.,Nuno Campos,https://www.transfermarkt.co.uk/cd-tondela/startseite/verein/7179
234,feyenoord-rotterdam,Feyenoord Rotterdam,NL1,152.42,28,23.7,13,46.4,13,"Stadion Feyenoord ""De Kuip""",47500,£-900Th.,Arne Slot,https://www.transfermarkt.co.uk/feyenoord-rotterdam/startseite/verein/234
383,psv-eindhoven,Psv Eindhoven,NL1,166.95,26,25.1,20,76.9,9,Philips Stadion,35000,+£34.71m,Roger Schmidt,https://www.transfermarkt.co.uk/psv-eindhoven/startseite/verein/383
610,ajax-amsterdam,Ajax Amsterdam,NL1,312.98,28,25.5,15,53.6,17,Johan Cruijff ArenA,55600,+£24.75m,Michael Reiziger,https://www.transfermarkt.co.uk/ajax-amsterdam/startseite/verein/610
202,fc-groningen,Fc Groningen,NL1,24.55,27,22.8,13,48.1,3,Euroborg,22555,+£5.78m,Danny Buijs,https://www.transfermarkt.co.uk/fc-groningen/startseite/verein/202
15,bayer-04-leverkusen,Bayer 04 Leverkusen,L1,390.65,27,24.9,20,74.1,14,BayArena,30210,£-11.03m,Gerardo Seoane,https://www.transfermarkt.co.uk/bayer-04-leverkusen/startseite/verein/15
468,sparta-rotterdam,Sparta Rotterdam,NL1,12.04,22,28.1,11,50.0,3,"Sparta-stadion ""Het Kasteel""",11026,+£6.91m,Maurice Steijn,https://www.transfermarkt.co.uk/sparta-rotterdam/startseite/verein/468
3729,arsenal-tula,Arsenal Tula,RU1,15.37,25,28.2,6,24.0,3,Arsenal,19241,+£2.21m,Oleg Kononov,https://www.transfermarkt.co.uk/arsenal-tula/startseite/verein/3729
3719,fk-khimki,Fk Khimki,RU1,15.89,25,26.5,7,28.0,1,Arena Khimki,18636,£-591Th.,Sergey Yuran,https://www.transfermarkt.co.uk/fk-khimki/startseite/verein/3719
3725,akhmat-grozny,Akhmat Grozny,RU1,21.96,28,26.4,7,25.0,2,Akhmat-Arena,30200,+£3.30m,Andrey Talalaev,https://www.transfermarkt.co.uk/akhmat-grozny/startseite/verein/3725
2698,rubin-kazan,Rubin Kazan,RU1,24.35,22,25.0,4,18.2,4,Ak Bars Arena,45379,+£2.62m,Leonid Slutski,https://www.transfermarkt.co.uk/rubin-kazan/startseite/verein/2698
2696,krylya-sovetov-samara,Krylya Sovetov Samara,RU1,25.65,26,23.9,4,15.4,0,Solidarnost Samara Arena,44918,+£1.16m,Igor Osinjkin,https://www.transfermarkt.co.uk/krylya-sovetov-samara/startseite/verein/2696
49702,fk-nizhny-novgorod,Fk Nizhny Novgorod,RU1,12.78,23,26.1,6,26.1,2,Nizhny Novgorod Stadium,43319,£-717Th.,Mikhail Galaktionov,https://www.transfermarkt.co.uk/fk-nizhny-novgorod/startseite/verein/49702
1090,az-alkmaar,Az Alkmaar,NL1,61.58,27,23.4,12,44.4,10,AFAS Stadion,19478,+£39.83m,Pascal Jansen,https://www.transfermarkt.co.uk/az-alkmaar/startseite/verein/1090
28095,fk-ufa,Fk Ufa,RU1,15.35,24,26.6,7,29.2,2,BetBoom Arena,15132,+£419Th.,Sergey Tomarov,https://www.transfermarkt.co.uk/fk-ufa/startseite/verein/28095
932,lokomotiv-moskau,Lokomotiv Moskau,RU1,67.77,27,24.0,8,29.6,6,RZD Arena,27084,£-28.07m,Zaur Khapov,https://www.transfermarkt.co.uk/lokomotiv-moskau/startseite/verein/932
232,spartak-moskau,Spartak Moskau,RU1,76.46,24,24.6,6,25.0,7,Otkrytie Bank Arena,45360,£-10.82m,Guillermo Abascal,https://www.transfermarkt.co.uk/spartak-moskau/startseite/verein/232
2410,zska-moskau,Zska Moskau,RU1,82.67,23,25.5,9,39.1,10,VEB Arena,30457,+£38.70m,Vladimir Fedotov,https://www.transfermarkt.co.uk/zska-moskau/startseite/verein/2410
1083,fk-rostov,Fk Rostov,RU1,29.03,26,24.2,4,15.4,5,Rostov Arena,45145,+£410Th.,Valeriy Karpin,https://www.transfermarkt.co.uk/fk-rostov/startseite/verein/1083
964,zenit-st-petersburg,Zenit St Petersburg,RU1,146.7,22,27.0,8,36.4,12,Gazprom Arena,68134,£-36.48m,Sergey Semak,https://www.transfermarkt.co.uk/zenit-st-petersburg/startseite/verein/964
40,fc-girondins-bordeaux,Fc Girondins Bordeaux,FR1,75.51,31,25.2,19,61.3,11,Matmut Atlantique,42052,+£7.47m,David Guion,https://www.transfermarkt.co.uk/fc-girondins-bordeaux/startseite/verein/40
3911,stade-brest-29,Stade Brest 29,FR1,77.0,26,25.7,8,30.8,5,Stade Francis-Le Blé,15097,+£16.83m,Michel Der Zakarian,https://www.transfermarkt.co.uk/stade-brest-29/startseite/verein/3911
11127,ural-ekaterinburg,Ural Ekaterinburg,RU1,13.1,22,26.5,5,22.7,0,Ekaterinburg Arena,27000,+£4.85m,Igor Shalimov,https://www.transfermarkt.co.uk/ural-ekaterinburg/startseite/verein/11127
41231,fk-sochi,Fk Sochi,RU1,29.7,21,28.7,6,28.6,2,Fisht Olympic Stadium,43700,£-4.29m,Vadim Garanin,https://www.transfermarkt.co.uk/fk-sochi/startseite/verein/41231
317,fc-twente-enschede,Fc Twente Enschede,NL1,26.71,25,24.2,7,28.0,4,De Grolsch Veste,30205,+£2.88m,Ron Jans,https://www.transfermarkt.co.uk/fc-twente-enschede/startseite/verein/317
121,dinamo-moskau,Dinamo Moskau,RU1,93.78,24,25.4,7,29.2,9,VTB-Arena,25716,£-4.99m,Slavisa Jokanovic,https://www.transfermarkt.co.uk/dinamo-moskau/startseite/verein/121
618,as-saint-etienne,As Saint Etienne,FR1,86.67,29,25.3,15,51.7,8,Stade Geoffroy-Guichard,42000,£-540Th.,Laurent Batlles,https://www.transfermarkt.co.uk/as-saint-etienne/startseite/verein/618
16704,fk-krasnodar,Fk Krasnodar,RU1,61.34,28,24.7,8,28.6,4,Stadion Krasnodar,35179,£-33.25m,Aleksandr Storozhuk,https://www.transfermarkt.co.uk/fk-krasnodar/startseite/verein/16704
1082,losc-lille,Losc Lille,FR1,207.99,23,26.3,18,78.3,11,Stade Pierre-Mauroy,50186,+£49.91m,Jorge Maciel,https://www.transfermarkt.co.uk/losc-lille/startseite/verein/1082
133,sc-cambuur-leeuwarden,Sc Cambuur Leeuwarden,NL1,10.13,23,25.1,9,39.1,8,Cambuurstadion,10250,+-0,Henk de Jong,https://www.transfermarkt.co.uk/sc-cambuur-leeuwarden/startseite/verein/133
995,fc-nantes,Fc Nantes,FR1,98.51,25,26.2,11,44.0,7,Stade de la Beaujoire,37463,+£7.47m,Antoine Kombouaré,https://www.transfermarkt.co.uk/fc-nantes/startseite/verein/995
244,olympique-marseille,Olympique Marseille,FR1,243.54,28,24.4,17,60.7,14,Orange Vélodrome,67394,£-35.66m,Jorge Sampaoli,https://www.transfermarkt.co.uk/olympique-marseille/startseite/verein/244
273,fc-stade-rennes,Fc Stade Rennes,FR1,215.82,26,24.1,10,38.5,9,Roazhon Park,29778,£-30.47m,Bruno Génésio,https://www.transfermarkt.co.uk/fc-stade-rennes/startseite/verein/273
162,as-monaco,As Monaco,FR1,339.98,29,24.6,29,100.0,8,Stade Louis-II,18523,£-9.68m,Philippe Clement,https://www.transfermarkt.co.uk/as-monaco/startseite/verein/162
2424,gil-vicente-fc,Gil Vicente Fc,PO1,24.05,27,25.4,19,70.4,3,Estádio Municipal de Barcelos,12504,+£1.80m,Ricardo Soares,https://www.transfermarkt.co.uk/gil-vicente-fc/startseite/verein/2424
826,rc-lens,Rc Lens,FR1,130.28,23,25.9,14,60.9,11,Stade Bollaert-Delelis,38223,£-2.34m,Franck Haise,https://www.transfermarkt.co.uk/rc-lens/startseite/verein/826
969,montpellier-hsc,Montpellier Hsc,FR1,99.86,26,25.3,11,42.3,5,Stade de la Mosson,32939,+£22.32m,Olivier Dall'Oglio,https://www.transfermarkt.co.uk/montpellier-hsc/startseite/verein/969
1041,olympique-lyon,Olympique Lyon,FR1,298.04,28,24.6,15,53.6,9,Groupama Stadium,59186,+£65.41m,Peter Bosz,https://www.transfermarkt.co.uk/olympique-lyon/startseite/verein/1041
1421,stade-reims,Stade Reims,FR1,118.4,30,23.9,21,70.0,13,Stade Auguste-Delaune,21684,£-855Th.,Óscar García,https://www.transfermarkt.co.uk/stade-reims/startseite/verein/1421
417,ogc-nizza,Ogc Nizza,FR1,221.63,26,24.5,17,65.4,7,Allianz Riviera,36178,£-26.91m,Christophe Galtier,https://www.transfermarkt.co.uk/ogc-nizza/startseite/verein/417
667,rc-strassburg-alsace,Rc Strassburg Alsace,FR1,103.1,24,26.3,10,41.7,5,Stade de la Meinau,29000,+£10.35m,Julien Stéphan,https://www.transfermarkt.co.uk/rc-strassburg-alsace/startseite/verein/667
